session_id,hit_date,hit_time,hit_number,hit_type,hit_referer,hit_page_path,event_category,event_action,event_label,event_value
3986969892853244358.1640272330.1640272330,2021-12-23,91985.0,12,event,,sberauto.com/cars/all/nissan/qashqai/bfc21661?utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_car,card_web,view_card,,
6554827540872086949.1640207382.1640207382,2021-12-23,1179.0,7,event,,sberauto.com/cars/all/kia/seltos/20f30855?utm_source_initial=google_poisk&utm_medium_initial=cpc&utm_campaign_initial=QdLfySaGXolfTBSNVfHn&utm_content_initial=SOkCdPxfUcZUzzOdgGES&rental_page=rental_car,card_web,view_card,,
1769206114441976098.1640267077.1640267077,2021-12-23,20.0,6,event,,sberauto.com/cars/all/volkswagen/polo/e994838f?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=nSReTmyFtbSjlPrTKoaX|fVHJqnfOFSWcsCBViJGr&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YjagTPsykUtMSrHgFPJc|xAEYTlJDbQNwQTLGxICQ|dwfnIkMEwJhmnyojmAoc|lFpAoUqEvHoyZfCNRuCR|nCFNEpzHTPkEkHrVLCIO|rjbbNGNkjGThUJNtsWZQ|EWYEpjHvCoEBpaqHZyxI|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|igNLAJodDHSgqhPwufun|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
1769206114441976098.1640267077.1640267077,2021-12-23,421729.0,11,event,,sberauto.com/cars/all/volkswagen/polo/e994838f?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=nSReTmyFtbSjlPrTKoaX|fVHJqnfOFSWcsCBViJGr&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YjagTPsykUtMSrHgFPJc|xAEYTlJDbQNwQTLGxICQ|dwfnIkMEwJhmnyojmAoc|lFpAoUqEvHoyZfCNRuCR|nCFNEpzHTPkEkHrVLCIO|rjbbNGNkjGThUJNtsWZQ|EWYEpjHvCoEBpaqHZyxI|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|igNLAJodDHSgqhPwufun|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
1786419952522397577.1640269705.1640269705,2021-12-23,48588.0,13,event,,sberauto.com/cars/all/skoda/octavia/4791c8b2?utm_source_initial=telegram&utm_medium_initial=blogger_channel&utm_campaign_initial=foFTSdUvNqqkPzZvgiqt&utm_content_initial=DZYjhfIUfdqhfuTNUmjn&rental_page=rental_car,card_web,view_card,,
8642016183115338726.1640256490.1640256490,2021-12-23,233474.0,10,event,CENJYQocGncDfpQMoNnT,sberauto.com/cars/all/renault/logan/8c3c73f2?rental_page=rental_car&fbclid=paaay2-yqmttx4lgckm9m_d42yzboh1ohawcdeb4rmxog8txsk1hhkulorr2q,card_web,view_card,,
8930922857702367490.1640243665.1640243665,2021-12-23,0.0,2,event,mCAoXMuUgOdfyvmumSGq,sberauto.com/cars/all/renault/duster/145d53f1?rental_page=rental_car?utm_source=mediatoday,card_web,view_card,,
1586208218068292471.1640240003.1640240003,2021-12-23,91485.0,12,event,,sberauto.com/cars/all/bmw/3-serii/bde2c9d5?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|wtdAydPFeYlxHioycsEq|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|zzqmLVyalSXvuzexKnUV|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
1150500484721917026.1640217702.1640217702,2021-12-23,113338.0,15,event,,sberauto.com/cars/all/skoda/rapid/bf24b977?rental_page=rental_car&fbclid=paaabchoulsxcjjd3x_nsuvp2ipx4gj6rum6kfwh_xvhdlkchosa5xxghwgqw&external_browser_redirect=true,card_web,view_card,,
1436969301512001460.1640208308.1640208308,2021-12-23,2.0,3,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?rental_page=rental_car&fbclid=paaabxaph9gy1ickwddkjw3g08an245pkki8rdvblvglj8qeokw878lmczirw_aem_at9wezv4jecw39iansyvloefeseer0rkz_yxf6xdr7suktiimukjgbl_etzib0k_skbxjqgjkbk3cupavtoy3vxqel3qc5h-re4hutlsyqxdggk-uozbotk-1oruljvgyi4,card_web,view_card,,
1436969301512001460.1640208308.1640208308,2021-12-23,28377.0,15,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?rental_page=rental_car&fbclid=paaabxaph9gy1ickwddkjw3g08an245pkki8rdvblvglj8qeokw878lmczirw_aem_at9wezv4jecw39iansyvloefeseer0rkz_yxf6xdr7suktiimukjgbl_etzib0k_skbxjqgjkbk3cupavtoy3vxqel3qc5h-re4hutlsyqxdggk-uozbotk-1oruljvgyi4,card_web,view_card,,
1511185185335706663.1640268838.1640268838,2021-12-23,57430.0,16,event,FsMEJpZADujyOKdFeKYO,sberauto.com/cars/all/skoda/karoq/94b3d18e?utm_source_initial=dzen&utm_medium_initial=organic&utm_campaign_initial=okTXSMadDkjvntEHzIjp&utm_content_initial=LLfCasrxQzJIyuldcuWy&utm_term_initial=aXQzDWsJuGXeBXexNHjc&utm_referrer_initial=FsMEJpZADujyOKdFeKYO&rental_page=rental_car,card_web,view_card,,
1625706304985422746.1640291320.1640291320,2021-12-23,269680.0,11,event,,sberauto.com/cars/all/volkswagen/polo/e994838f?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=jvsVVQVKRfBIqBDBuCkq|nyJQufAIRtHFpfdZHSnK&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|vFJYCsaLubDpnYloeEEP|xAEYTlJDbQNwQTLGxICQ|ihzSLoPCnXFXviyXtUhk|lFpAoUqEvHoyZfCNRuCR|RwOPMHQvcpoxYVZosxSX|dtYJKUplNmmKCOfiziff|wtdAydPFeYlxHioycsEq|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|nwXDDlsJoIinucmhZKzu|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
1658748403221543667.1640250097.1640250097,2021-12-23,827285.0,15,event,,sberauto.com/cars/all/mercedes-benz/cla-klasse/c917af36?utm_source_initial=youtube&utm_medium_initial=cpm&utm_campaign_initial=FTjNLDyTrXaWYgZymFkV&utm_content_initial=xhoenQgDQsgfEPYNPwKO&utm_term_initial=DWvtKQncdpXXfLBjBmGj&rental_page=rental_car,card_web,view_card,,
2868443160663791466.1640208234.1640208234,2021-12-23,70453.0,11,event,,sberauto.com/cars/all/nissan/x-trail/0744675f?utm_source_initial=sbol&utm_medium_initial=push&utm_campaign_initial=sbJRYgVfvcnqKJNDDYIr&rental_page=rental_car,card_web,view_card,,
3799689969921145900.1640217644.1640217644,2021-12-23,9102.0,15,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?rental_page=rental_car&fbclid=paaayptv5vvftba90-iktbpssijrl3jckp024_tstdlfjkeji8pa3wtxj-lwu_aem_at_9yeq9kmf297wbhr0ytpqp9jl4w8woekz9iruk3wh1jjbggzfsgrph228_jdmtil8oodft9ig8mkxkywqkf9so5mzeurslh0dre1gzhsvh_jzh39ekyfslrrnhsbm2osy,card_web,view_card,,
3551317298296331306.1640255716.1640255716,2021-12-23,82745.0,15,event,,sberauto.com/cars/all/haval/jolion/4930b1ba?utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_car,card_web,view_card,,
4206245647105696856.1640277079.1640277079,2021-12-23,78651.0,12,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?utm_source_initial=telegram&utm_medium_initial=blogger_channel&utm_campaign_initial=foFTSdUvNqqkPzZvgiqt&utm_content_initial=DZYjhfIUfdqhfuTNUmjn&rental_page=rental_car,card_web,view_card,,
4478405952129547651.1640280391.1640280391,2021-12-23,106332.0,13,event,,sberauto.com/cars/all/volvo/s90/a231b204?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=nSReTmyFtbSjlPrTKoaX|fVHJqnfOFSWcsCBViJGr&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YjagTPsykUtMSrHgFPJc|xAEYTlJDbQNwQTLGxICQ|dwfnIkMEwJhmnyojmAoc|lFpAoUqEvHoyZfCNRuCR|qEQeQoWWnoVEMwsyhUcz|rjbbNGNkjGThUJNtsWZQ|FcZymzmOPbSsgghgpywb|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|YhdYMAYSoTzDKQYzVVMr|HbolMJUevblAbkHClEQa&utm_term_initial=ITfrGJNwVsHBGJMAKoct&rental_page=rental_car,card_web,view_card,,
4283387601953807713.1640291681.1640291681,2021-12-23,53620.0,15,event,,sberauto.com/cars/all/volkswagen/touareg/9e072915?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=eFGuYtbktaqRjJGmKrgt|fcwjEERKGqQLIBYNygQV&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|kRzJDsvDzmShTkePZstJ|xAEYTlJDbQNwQTLGxICQ|DfienBXvAjqnCNYKMOWx|lFpAoUqEvHoyZfCNRuCR|BmLgXtVNHFzVnhCgqxVw|rjbbNGNkjGThUJNtsWZQ|rrLJXerExvwSYSZcjSDV|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|YhdYMAYSoTzDKQYzVVMr|HbolMJUevblAbkHClEQa&utm_term_initial=jWWxZEoDkcwZEyugjsPc&rental_page=rental_car,card_web,view_card,,
5751995499238679958.1640261016.1640261016,2021-12-23,416507.0,13,event,,sberauto.com/cars/all/kia/rio/fee33fe6?rental_page=rental_car,card_web,view_card,,
5751995499238679958.1640261016.1640261016,2021-12-23,416575.0,15,event,,sberauto.com/cars/all/kia/rio/fee33fe6?rental_page=rental_car,card_web,view_card,,
6055327452849514647.1640245399.1640245399,2021-12-23,69280.0,12,event,,sberauto.com/cars/all/kia/seltos/20f30855?utm_source_initial=youtube&utm_medium_initial=cpm&utm_campaign_initial=FTjNLDyTrXaWYgZymFkV&utm_content_initial=xhoenQgDQsgfEPYNPwKO&utm_term_initial=pyjbQxDwuRntrJpYTNUA&rental_page=rental_car,card_web,view_card,,
6634262510042384792.1640270240.1640270240,2021-12-23,19462.0,13,event,,sberauto.com/cars/all/volkswagen/polo/e994838f?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=jvsVVQVKRfBIqBDBuCkq|nyJQufAIRtHFpfdZHSnK&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|vFJYCsaLubDpnYloeEEP|xAEYTlJDbQNwQTLGxICQ|ihzSLoPCnXFXviyXtUhk|lFpAoUqEvHoyZfCNRuCR|RwOPMHQvcpoxYVZosxSX|dtYJKUplNmmKCOfiziff|wtdAydPFeYlxHioycsEq|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|LHpxovYMtgUJmGfAPBqz|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
6654221712693173143.1640274835.1640274842,2021-12-23,111298.0,15,event,,sberauto.com/cars/all/skoda/karoq/94b3d18e?utm_source_initial=yandex_poisk&utm_medium_initial=cpc&utm_campaign_initial=QdLfySaGXolfTBSNVfHn&utm_content_initial=SOkCdPxfUcZUzzOdgGES&rental_page=rental_car,card_web,view_card,,
8730506077214554578.1640279145.1640279145,2021-12-23,1274.0,4,event,,sberauto.com/cars/all/kia/seltos/20f30855?rental_page=rental_car,card_web,view_card,,
8730506077214554578.1640279145.1640279145,2021-12-23,1491.0,6,event,,sberauto.com/cars/all/kia/seltos/20f30855?rental_page=rental_car,card_web,view_card,,
8730506077214554578.1640279145.1640279145,2021-12-23,1596.0,8,event,,sberauto.com/cars/all/kia/seltos/20f30855?rental_page=rental_car,card_web,view_card,,
9117301997144685447.1640283015.1640283015,2021-12-23,69803.0,15,event,,sberauto.com/cars/all/renault/duster/145d53f1?utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=zxoiLxhuSIFrCeTLQVWZ&rental_page=rental_car,card_web,view_card,,
4682262602006946870.1640220263.1640220263,2021-12-23,68616.0,10,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=zxoiLxhuSIFrCeTLQVWZ&rental_page=rental_car,card_web,view_card,,
5562463389944649870.1640289281.1640289281,2021-12-23,81905.0,11,event,,sberauto.com/cars/all/haval/jolion/4930b1ba?utm_source_initial=sbol&utm_medium_initial=push&utm_campaign_initial=sbJRYgVfvcnqKJNDDYIr&rental_page=rental_car,card_web,view_card,,
6416270165033651024.1640270671.1640270671,2021-12-23,43067.0,10,event,WYdcFrKNOvmjJJrqGIjx,sberauto.com/cars/all/audi/a3/088f5fa8?utm_medium_initial=organic&utm_campaign_initial=okTXSMadDkjvntEHzIjp&utm_content_initial=LLfCasrxQzJIyuldcuWy&utm_term_initial=aXQzDWsJuGXeBXexNHjc&utm_referrer_initial=WYdcFrKNOvmjJJrqGIjx&utm_source_initial=dzen&rental_page=rental_car,card_web,view_card,,
8141062295905406164.1640271061.1640271061,2021-12-23,554400.0,11,event,,sberauto.com/cars/all/lexus/nx/b0a18899?rental_page=rental_car,card_web,view_card,,
4703394343615212634.1640246372.1640246372,2021-12-23,61223.0,11,event,,sberauto.com/cars/all/skoda/karoq/94b3d18e?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|azbRXeMgAVSKjvxNesRt|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|LlKfVNOXVlphfZnsKToZ|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
6329445537129204421.1640270558.1640270558,2021-12-23,3747.0,13,event,,sberauto.com/cars/all/skoda/karoq/94b3d18e?utm_source_initial=telegram&utm_medium_initial=blogger_channel&utm_campaign_initial=foFTSdUvNqqkPzZvgiqt&utm_content_initial=DZYjhfIUfdqhfuTNUmjn&rental_page=rental_car,card_web,view_card,,
6901069357393296010.1640291085.1640291085,2021-12-23,57940.0,7,event,,sberauto.com/cars/all/audi/a3/088f5fa8?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|HCUIgIHlJRWkjsTAzLhw|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|eTCdzFLTLeFndjcqQLJR|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
7170942858638429364.1640271027.1640271027,2021-12-23,1501.0,10,event,,sberauto.com/cars/all/toyota/alphard/2ebe4871?utm_source_initial=telegram&utm_medium_initial=blogger_channel&utm_campaign_initial=foFTSdUvNqqkPzZvgiqt&utm_content_initial=DZYjhfIUfdqhfuTNUmjn&rental_page=rental_car,card_web,view_card,,
3519048032182368869.1640266365.1640266365,2021-12-23,1661.0,9,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=LwJZxKuWmvOhPsaCeRjG|YclHumxPxSxgzHfvCaeF&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|KclqMBFdJIQzGyXiovbR|xAEYTlJDbQNwQTLGxICQ|iGZcuzFHMZHkOOhbFtIa|lFpAoUqEvHoyZfCNRuCR|yckMyJlTKHtDcXLMpAZu|dtYJKUplNmmKCOfiziff|IHWhlkmZmLBgxNWMEeWJ|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|GuCMpZXXTCynmcVQYAJm|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
117263453613485444.1640263045.1640263045,2021-12-23,49070.0,11,event,CENJYQocGncDfpQMoNnT,sberauto.com/cars/all/mercedes-benz/e-klasse/d48351ad?rental_page=rental_car&fbclid=paaaz_afsyvjy8bdifdrvbudfvdylle7aqoh6rrculju-focgjtca3nzgwzqm&external_browser_redirect=true,card_web,view_card,,
3594400488906579169.1640258785.1640258785,2021-12-23,17005.0,16,event,,sberauto.com/cars/all/volkswagen/polo/e994838f?utm_source_initial=youtube&utm_medium_initial=cpm&utm_campaign_initial=FTjNLDyTrXaWYgZymFkV&utm_content_initial=xhoenQgDQsgfEPYNPwKO&utm_term_initial=MQvSjpHGoGjbcBjfnLLm&rental_page=rental_car,card_web,view_card,,
6625064189037936377.1640267514.1640267522,2021-12-23,76887.0,18,event,,sberauto.com/cars/all/land-rover/range-rover/77279e6b?rental_page=rental_car,card_web,view_card,,
9109104403520194005.1640269300.1640269300,2021-12-23,70263.0,11,event,,sberauto.com/cars/all/kia/rio/fee33fe6?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=DsqwamlMwRgMTyspCjFR|yXGkBQVvnYYbIChYahvv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|HKmEUkCqvzHMTlQpWDnn|xAEYTlJDbQNwQTLGxICQ|ElHvjkRPIYbNRUJalTVJ|lFpAoUqEvHoyZfCNRuCR|HKFjmDlYppkKqsWPogJt|dtYJKUplNmmKCOfiziff|GMGJQjFUiJDQjfGOFYGC|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|zzqmLVyalSXvuzexKnUV|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
56930884070418637.1640245455.1640245455,2021-12-23,77024.0,14,event,,sberauto.com/cars/all/nissan/qashqai/bfc21661?utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_car,card_web,view_card,,
56930884070418637.1640245455.1640245455,2021-12-23,77114.0,16,event,,sberauto.com/cars/all/nissan/qashqai/bfc21661?utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_car,card_web,view_card,,
438727651046493716.1640271413.1640271413,2021-12-23,66481.0,16,event,,sberauto.com/cars/all/kia/rio/fee33fe6?utm_source_initial=facebook&utm_medium_initial=cpc&utm_campaign_initial=FLBnyWWLShBRavhdYqjK&rental_page=rental_car,card_web,view_card,,
588280190409678835.1640275955.1640275955,2021-12-23,45971.0,16,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?utm_source_initial=telegram&utm_medium_initial=blogger_channel&utm_campaign_initial=foFTSdUvNqqkPzZvgiqt&utm_content_initial=DZYjhfIUfdqhfuTNUmjn&rental_page=rental_car,card_web,view_card,,
1251070262104058306.1640262084.1640262084,2021-12-23,46029.0,15,event,,sberauto.com/cars/all/skoda/karoq/94b3d18e?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=RoDitORHdzGfGhNCyEMy|eBckTUycdWUDbWqXENLu&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|ouVgqfprhcmURLadlUFz|xAEYTlJDbQNwQTLGxICQ|utBTGDBewhcTczrLnbTa|lFpAoUqEvHoyZfCNRuCR|vCXoTjieccyTHKDVkGMp|rjbbNGNkjGThUJNtsWZQ|rVHbhjIAPjIqFQJIFAGW|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|YhdYMAYSoTzDKQYzVVMr|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
1953627680805240221.1640250782.1640250782,2021-12-23,301709.0,12,event,,sberauto.com/cars/all/porsche/911/f149c91b?rental_page=rental_car,card_web,view_card,,
1953627680805240221.1640250782.1640250782,2021-12-23,305853.0,14,event,,sberauto.com/cars/all/porsche/911/f149c91b?rental_page=rental_car,card_web,view_card,,
2242467517110956501.1640275124.1640275124,2021-12-23,468.0,7,event,,client.saptest.sberauto-team.com/cars/all/kia/rio/88c3fb07?utm_content_initial=&utm_medium_initial=test_medium&utm_source_initial=test_source&utm_campaign_initial=&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
3102198263282190785.1640286700.1640286700,2021-12-23,1080.0,3,event,,sberauto.com/cars/all/skoda/rapid/bf24b977?rental_page=rental_car&fbclid=paaaavgmzhob_wzyyus_uxj4vxzqeniqhz_bvul6vjgjmcurixqfaeg0o2nyo&external_browser_redirect=true,card_web,view_card,,
3102198263282190785.1640286700.1640286700,2021-12-23,64185.0,14,event,CENJYQocGncDfpQMoNnT,sberauto.com/cars/all/skoda/rapid/bf24b977?rental_page=rental_car&fbclid=paaaavgmzhob_wzyyus_uxj4vxzqeniqhz_bvul6vjgjmcurixqfaeg0o2nyo&external_browser_redirect=true,card_web,view_card,,
2820635514619360607.1640208327.1640208327,2021-12-23,6.0,3,event,CENJYQocGncDfpQMoNnT,sberauto.com/cars/all/volkswagen/polo/e994838f?rental_page=rental_car&fbclid=paaabrtz9mdvrv2uae7shcafybtonzpyx2nnnq7kife81bav1wycqm30ni0zo&external_browser_redirect=true,card_web,view_card,,
2820635514619360607.1640208327.1640208327,2021-12-23,24053.0,13,event,CENJYQocGncDfpQMoNnT,sberauto.com/cars/all/volkswagen/polo/e994838f?rental_page=rental_car&fbclid=paaabrtz9mdvrv2uae7shcafybtonzpyx2nnnq7kife81bav1wycqm30ni0zo&external_browser_redirect=true,card_web,view_card,,
2557209824438002048.1640259463.1640259463,2021-12-23,3576.0,5,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=RoDitORHdzGfGhNCyEMy|eBckTUycdWUDbWqXENLu&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|ouVgqfprhcmURLadlUFz|xAEYTlJDbQNwQTLGxICQ|btldCEQAOBBqpJfygQrg|lFpAoUqEvHoyZfCNRuCR|YjktfBbMVHrvPKWzzKCK|rjbbNGNkjGThUJNtsWZQ|TkVYLevWlRdgtkRfezYs|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|YhdYMAYSoTzDKQYzVVMr|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
2557209824438002048.1640259463.1640259463,2021-12-23,50749.0,14,event,,sberauto.com/cars/all/skoda/rapid/bf24b977?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=RoDitORHdzGfGhNCyEMy|eBckTUycdWUDbWqXENLu&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|ouVgqfprhcmURLadlUFz|xAEYTlJDbQNwQTLGxICQ|btldCEQAOBBqpJfygQrg|lFpAoUqEvHoyZfCNRuCR|YjktfBbMVHrvPKWzzKCK|rjbbNGNkjGThUJNtsWZQ|TkVYLevWlRdgtkRfezYs|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|YhdYMAYSoTzDKQYzVVMr|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,card_web,view_card,,
4199665821632716272.1640259056.1640259056,2021-12-23,1995.0,5,event,,sberauto.com/cars/all/mercedes-benz/e-klasse/d48351ad?rental_page=rental_car&fbclid=iwar2r49wm3ln3lbaasrqv33q6pjwdi-jvo0aef91gpvwdapmuw_qidvoiyvw_aem_avbr_lj9hvyx8c3xfr1iqepzfw8lr4nfph8gmzbwdk6nj65ohqcgg71vbbxrg4asljiycrkyohx974tuqudsmsoxnespjyohgut3xrolgdximsutkwlmesvw_-jzo_vbtrq,card_web,view_card,,
4610570831806903833.1640252412.1640252412,2021-12-23,803106.0,14,event,,sberauto.com/cars/all/volkswagen/touareg/9e072915?rental_page=rental_car,card_web,view_card,,
5047831127113564508.1640258623.1640258623,2021-12-23,2988.0,5,event,,sberauto.com/cars/all/kia/rio/fee33fe6?utm_source_initial=facebook&utm_medium_initial=cpa&utm_campaign_initial=mSVMBvlHFgftJaQAZEdp&utm_content_initial=eYFGjBijsDsMbNOWdlYC&utm_term_initial=ZQadKBIMitKkjXxQjdjN&rental_page=rental_car,card_web,view_card,,
5047831127113564508.1640258623.1640258623,2021-12-23,3853.0,7,event,,sberauto.com/cars/all/kia/rio/fee33fe6?utm_source_initial=facebook&utm_medium_initial=cpa&utm_campaign_initial=mSVMBvlHFgftJaQAZEdp&utm_content_initial=eYFGjBijsDsMbNOWdlYC&utm_term_initial=ZQadKBIMitKkjXxQjdjN&rental_page=rental_car,card_web,view_card,,
