session_id,client_id,visit_date,visit_time,visit_number,utm_source,utm_medium,utm_campaign,utm_adcontent,utm_keyword,device_category,device_os,device_brand,device_model,device_screen_resolution,device_browser,geo_country,geo_city
9056578692948528922.1636929309.1636929309,2108649046.1636929306,2021-11-15,01:35:09,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,OnePlus,,412x732,Chrome,Russia,Moscow
9056578692948528922.1636951637.1636951637,2108649046.1636929306,2021-11-15,07:47:17,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,OnePlus,,412x732,Chrome,Russia,Moscow
9056579457449451895.1633673591.1633673591,2108649224.1633673591,2021-10-08,09:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
9056579457449451895.1633673740.1633673740,2108649224.1633673591,2021-10-08,09:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
9056579457449451895.1633673894.1633673894,2108649224.1633673591,2021-10-08,09:00:00,3,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
9056579457449451895.1633673953.1633673953,2108649224.1633673591,2021-10-08,09:00:00,4,kjsLglQLzykiRbcDiGcD,cpc,,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
9056579457449451895.1633674003.1633674003,2108649224.1633673591,2021-10-08,09:00:00,5,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
9056579457449451895.1633674005.1633674005,2108649224.1633673591,2021-10-08,09:00:00,6,kjsLglQLzykiRbcDiGcD,cpc,,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
9056587295766441395.1635347891.1635347891,2108651049.1635347891,2021-10-27,18:18:11,1,QxAxdyPLuQMEcrdZWdWb,cpc,JajANoFxoqXfKRNBUhzx,,xkXwwebfDFpZOOKBcXpE,mobile,Android,Samsung,,412x915,Samsung Internet,Russia,Moscow
9056587295766441395.1635486856.1635486856,2108651049.1635347891,2021-10-29,08:54:16,2,QxAxdyPLuQMEcrdZWdWb,cpc,UEtHtwAEXfprDUERwqqj,,xkXwwebfDFpZOOKBcXpE,mobile,Android,Samsung,,412x915,Samsung Internet,Russia,Moscow
9056587295766441395.1635600582.1635600582,2108651049.1635347891,2021-10-30,16:29:42,3,QxAxdyPLuQMEcrdZWdWb,cpc,UEtHtwAEXfprDUERwqqj,,xkXwwebfDFpZOOKBcXpE,mobile,Android,Samsung,,412x915,Samsung Internet,Russia,Moscow
9056598093305756988.1626881343.1626881343,2108653563.1626881340,2021-07-21,18:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Xiaomi,,360x640,YaBrowser,Russia,Novosibirsk
9056607924483613657.1624597468.1624597468,2108655852.1624597465,2021-06-25,08:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,MXqmDyetMTICSSitTjWV,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x915,YaBrowser,Russia,Balashikha
9056607924483613657.1625163322.1625163322,2108655852.1624597465,2021-07-01,21:00:00,2,ZpYIoDJMcFzVoPFsHGJL,banner,MXqmDyetMTICSSitTjWV,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x915,YaBrowser,Russia,Balashikha
9056614568802341991.1628918889.1628918921,2108657399.1628918887,2021-08-14,08:00:00,1,bByPQxmDaMXgpHeypKSM,referral,IKQsApKuPmZqqmhieEgf,iyesFzGNBbKbSesPOuQt,,desktop,,,,1920x1080,Chrome,Russia,(not set)
905662480989419135.1640363651.1640363651,210865978.1640363647,2021-12-24,19:34:11,1,ZpYIoDJMcFzVoPFsHGJL,banner,zxoiLxhuSIFrCeTLQVWZ,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,360x760,Chrome,Russia,Kirov
9056626736437616348.1621843676.1621843706,2108660232.1621843676,2021-05-24,11:00:00,1,bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,428x926,Safari,Russia,Moscow
9056626736437616348.1621855188.1621855188,2108660232.1621843676,2021-05-24,14:00:00,2,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,428x926,Safari,Russia,Moscow
9056628755082847235.1632445442.1632445442,2108660702.1632445443,2021-09-24,04:00:00,1,RmEBuqrriAfAVsLQQmhk,cpc,KgicpPxiEQfzPlPwQZJq,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,428x926,Safari,Russia,Kotelniki
9056633694291534046.1628741855.1628741855,2108661852.1628741854,2021-08-12,07:00:00,1,PlbkrSYoHuZBWfYjYnfw,cpm,FTjNLDyTrXaWYgZymFkV,TuyPWsGQruPMpKvRxeBF,,desktop,,,,1366x768,Chrome,Russia,(not set)
9056635068685915980.1633589069.1633589069,2108662172.1633589068,2021-10-07,09:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,2000x2000,Safari,United States,Prineville
9056640291354404485.1621845641.1621845641,2108663388.1621845637,2021-05-24,11:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x892,Chrome,Russia,Saint Petersburg
9056643967864225909.1639661685.1639661685,2108664244.1639661685,2021-12-16,16:34:45,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,375x812,Safari,Russia,Moscow
9056646390221722232.1635603067.1635603067,2108664808.1635603064,2021-10-30,17:11:07,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,,360x780,Chrome,Russia,Tyumen
9056646390221722232.1638356327.1638356327,2108664808.1635603064,2021-12-01,13:58:47,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,,360x780,Chrome,Russia,Tyumen
905666775940417004.1624065520.1624065520,210866978.1624065516,2021-06-19,04:00:00,1,BHcvLfOaCWvWTykYqHVe,cpc,,,,mobile,,Huawei,,360x780,Chrome,Russia,Moscow
9056675106365540576.1628080431.1628080431,2108671494.1628080352,2021-08-04,15:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,desktop,,,,1920x1080,Chrome,Russia,(not set)
9056675106365540576.1628080494.1628080494,2108671494.1628080352,2021-08-04,15:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,desktop,,,,1920x1080,Chrome,Russia,(not set)
9056675106365540576.1628080652.1628080652,2108671494.1628080352,2021-08-04,15:00:00,3,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,desktop,,,,1920x1080,Chrome,Russia,(not set)
905667665005783529.1631201771.1631201771,210867185.1631201769,2021-09-09,18:00:00,1,MvfHsxITijuriZxsqZqt,blogger_channel,gVwpGdJDpteNmFIatPTG,JNHcPlZPxEMWDnRiyoBf,,desktop,,,,1280x1024,Chrome,Russia,Surgut
9056682094274849216.1625598399.1625598399,2108673121.1625598400,2021-07-06,22:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,390x844,Safari (in-app),Russia,Moscow
9056682094274849216.1625598516.1625598516,2108673121.1625598400,2021-07-06,22:00:00,2,klTrhUaShgnjIbaPmqjc,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,390x844,Safari (in-app),Russia,Moscow
9056685826609614423.1633783386.1633783386,2108673990.1633783383,2021-10-09,15:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,385x854,Chrome,Russia,Vladivostok
9056698191822025064.1635348840.1635348840,2108676869.1635348840,2021-10-27,18:34:00,1,BHcvLfOaCWvWTykYqHVe,cpc,,,pwAMfHrhSwvNmQrAetNs,mobile,iOS,Apple,,428x926,Safari,Russia,Moscow
9056698333554318037.1633720958.1633720958,2108676902.1633721045,2021-10-08,22:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x892,Chrome,Russia,Kaluga
9056705201195176888.1621873602.1621873602,2108678501.1621873592,2021-05-24,19:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,360x740,Chrome,Russia,Moscow
9056709285722728055.1635526263.1635526263,2108679452.1635526263,2021-10-29,19:51:03,1,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,eKHUxnmdnfauMYTztCfy,mobile,iOS,Apple,,375x812,Safari,Russia,Moscow
9056709285722728055.1635526283.1635526283,2108679452.1635526263,2021-10-29,19:51:23,2,kjsLglQLzykiRbcDiGcD,cpc,,,eKHUxnmdnfauMYTztCfy,mobile,iOS,Apple,,375x812,Safari,Russia,Moscow
9056711471851513093.1625957640.1625957640,2108679961.1625957637,2021-07-11,01:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Chrome,Russia,Moscow
9056711471851513093.1636576103.1636576103,2108679961.1625957637,2021-11-10,23:28:23,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,412x869,Chrome,Russia,Moscow
9056715015206166402.1632591781.1632591781,2108680786.1632591746,2021-09-25,20:00:00,1,RmEBuqrriAfAVsLQQmhk,cpc,iYBYglGljMDRQyqHRiPH,JNHcPlZPxEMWDnRiyoBf,,mobile,,Xiaomi,,640x360,Chrome,Russia,Moscow
9056715015206166402.1632594812.1632594812,2108680786.1632591746,2021-09-25,21:00:00,2,RmEBuqrriAfAVsLQQmhk,cpc,iYBYglGljMDRQyqHRiPH,JNHcPlZPxEMWDnRiyoBf,,mobile,,Xiaomi,,640x360,Chrome,Russia,Moscow
905673175445887825.1628265300.1628265300,210868468.1628265297,2021-08-06,18:00:00,1,hTjLvqNxGggkGnxSCaTm,tg,wpmatvDuiMutnvmNVPJo,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x846,Chrome,Russia,Saint Petersburg
9056733878705368705.1635430017.1635430017,2108685178.1635430017,2021-10-28,17:06:57,1,kjsLglQLzykiRbcDiGcD,cpc,RoDitORHdzGfGhNCyEMy,,QYfbqJXuLdJGfOSFgZOs,mobile,iOS,Apple,,375x667,Safari,Russia,Moscow
9056733878705368705.1635430035.1635430035,2108685178.1635430017,2021-10-28,17:07:15,2,kjsLglQLzykiRbcDiGcD,cpc,,,QYfbqJXuLdJGfOSFgZOs,mobile,iOS,Apple,,375x667,Safari,Russia,Moscow
9056733878705368705.1635430316.1635430316,2108685178.1635430017,2021-10-28,17:11:56,3,kjsLglQLzykiRbcDiGcD,cpc,RoDitORHdzGfGhNCyEMy,,QYfbqJXuLdJGfOSFgZOs,mobile,iOS,Apple,,375x667,Safari,Russia,Moscow
9056733878705368705.1635430318.1635430318,2108685178.1635430017,2021-10-28,17:11:58,4,kjsLglQLzykiRbcDiGcD,cpc,,,QYfbqJXuLdJGfOSFgZOs,mobile,iOS,Apple,,375x667,Safari,Russia,Moscow
9056738860855987966.1623985736.1623985736,2108686338.1623985918,2021-06-18,06:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Chrome,Russia,Vyborg
9056738860855987966.1624004393.1624004393,2108686338.1623985918,2021-06-18,11:00:00,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Chrome,Russia,Saint Petersburg
9056738860855987966.1628058659.1628058659,2108686338.1623985918,2021-08-04,09:00:00,3,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Chrome,Russia,Saint Petersburg
9056741837267933302.1623595133.1623595133,2108687031.1623595126,2021-06-13,17:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Huawei,,360x780,Chrome,Russia,Grozny
9056746630452307146.1624466634.1624466634,2108688147.1624466634,2021-06-23,19:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,390x844,Safari,Russia,Moscow
9056746630452307146.1624625109.1624625109,2108688147.1624466634,2021-06-25,15:00:00,2,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,390x844,Safari,Russia,Moscow
9056746630452307146.1624903146.1624903146,2108688147.1624466634,2021-06-28,20:00:00,3,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,390x844,Safari,Russia,Moscow
905674700166742040.1635729434.1635729434,210868823.1635729432,2021-11-01,04:17:14,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,393x873,Chrome,Russia,Barnaul
9056749959060355780.1632860868.1632860868,2108688922.1632860868,2021-09-28,23:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x736,Safari,Russia,Balashikha
905675640763513715.1638086181.1638086181,210869042.1634663283,2021-11-28,10:56:21,2,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,393x851,Chrome,Italy,Lecce
905675640763513715.1638272266.1638272266,210869042.1634663283,2021-11-30,14:37:46,3,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Moscow
9056758776628295138.1632941542.1632941542,2108690975.1632941538,2021-09-29,21:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Huawei,,360x760,Chrome,Russia,Tambov
9056769488278983527.1635193702.1635193702,2108693469.1635193703,2021-10-25,23:28:22,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,RkpOyeEPgcMBSDuHLQcj,mobile,Android,(not set),AuMdmADEIoPXiWpTsBEj,320x640,Chrome,Russia,Moscow
9056770922802583944.1639717256.1639717256,2108693803.1639717256,2021-12-17,08:00:56,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,375x667,Safari,Russia,Nizhny Novgorod
9056780960140147890.1638724804.1638724804,2108696140.1638710450,2021-12-05,20:20:04,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,360x640,Chrome,Russia,Rostov-on-Don
9056788811325242595.1623588088.1623588088,2108697968.1623588067,2021-06-13,15:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x892,Chrome,Russia,Kazan
9056793960996221874.1628779442.1628779442,2108699167.1628779442,2021-08-12,17:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,desktop,,,,1680x1050,Chrome,Belarus,Minsk
9056806678404375893.1638770006.1638770006,2108702128.1638770005,2021-12-06,08:53:26,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,,360x640,Chrome,Russia,Saint Petersburg
9056820087280894202.1633113401.1633113401,2108705250.1627390202,2021-10-01,21:00:00,4,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Huawei,,360x771,YaBrowser,Russia,Tver
9056829385898396419.1640696566.1640696566,2108707415.1640696579,2021-12-28,16:02:46,1,vFcAhRxLfOWKhvxjELkx,cpc,okTXSMadDkjvntEHzIjp,lBvcHmZkKpwCXdgWSQYO,NJzEnvxGTeAoWtXraOMM,desktop,Windows,,,1920x1080,Chrome,Russia,Moscow
9056832465378962272.1629711200.1629711200,2108708132.1629711200,2021-08-23,12:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,375x812,Safari (in-app),Russia,Kazan
9056832869107581592.1631404700.1631404700,2108708226.1631404696,2021-09-12,02:00:00,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,PkybGvWbaqORmxjNunqZ,,mobile,,Samsung,,412x915,Samsung Internet,Russia,Moscow
9056835291468228333.1630496492.1630496492,2108708790.1630496493,2021-09-01,14:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,,,desktop,,,,1536x864,Chrome,Russia,Moscow
9056835291468228333.1630496539.1630496539,2108708790.1630496493,2021-09-01,14:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,,,,desktop,,,,1536x864,Chrome,Russia,Moscow
9056841918600823954.1628554390.1628554390,2108710333.1628554386,2021-08-10,03:00:00,1,bByPQxmDaMXgpHeypKSM,referral,RoDitORHdzGfGhNCyEMy,,,mobile,,Samsung,,412x915,Chrome,Russia,Moscow
9056841918600823954.1629953649.1629953649,2108710333.1628554386,2021-08-26,07:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,RoDitORHdzGfGhNCyEMy,,,mobile,,Samsung,,412x915,Chrome,Russia,Moscow
9056845320208664215.1622296215.1622296215,2108711125.1622296215,2021-05-29,16:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x896,Safari,Russia,Kazan
9056845320208664215.1622296993.1622296993,2108711125.1622296215,2021-05-29,17:00:00,2,kjsLglQLzykiRbcDiGcD,organic,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x896,Safari,Russia,Kazan
9056859519384877144.1636628569.1636628569,2108714431.1636628568,2021-11-11,14:02:49,1,ZpYIoDJMcFzVoPFsHGJL,banner,ascPqxFuFewWWZSVMpkh,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,360x800,Chrome,Russia,Moscow
9056860515814534174.1633872931.1633872931,2108714663.1633872926,2021-10-10,16:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,SgIUDYUKnyWHVowUOqid,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x915,Chrome,Russia,Vladivostok
9056860515814534174.1633915144.1633915144,2108714663.1633872926,2021-10-11,04:00:00,2,ZpYIoDJMcFzVoPFsHGJL,banner,SgIUDYUKnyWHVowUOqid,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x915,Chrome,Russia,Vladivostok
905686210680758874.1637392988.1637392988,210871503.1637392986,2021-11-20,10:23:08,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Realme,,360x800,Chrome,Russia,Vladivostok
9056867284686877527.1637757784.1637757784,2108716239.1637757783,2021-11-24,15:43:04,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,375x667,Safari,Russia,Surgut
9056876948348922949.1623387207.1623387207,2108718489.1623387205,2021-06-11,07:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,ULAUPJGgNiZYQgwZwZGR,,,mobile,,Huawei,,360x780,Chrome,Russia,Korolyov
905687847052709266.1626803603.1626803657,210871884.1626803602,2021-07-20,20:00:00,1,bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,375x667,YaBrowser,Ukraine,Yalta
9056880530369126288.1640865684.1640865684,2108719323.1640865680,2021-12-30,15:01:24,1,eLzNJHzPelJpEyBwMrKo,cpm,FTjNLDyTrXaWYgZymFkV,AdeErYgVTbRcAWtHrMHq,pucKZkLDtpMDBTobJAJG,mobile,Android,Nokia,mzJXHtJPIOSHoHtgezIA,412x732,Android Webview,Russia,Saint Petersburg
9056880573317702980.1639769415.1639769415,2108719333.1639769412,2021-12-17,22:30:15,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Realme,,360x800,Chrome,Russia,Moscow
9056892577745247036.1633721149.1633721149,2108722128.1633721148,2021-10-08,22:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Xiaomi,,393x851,Chrome,Russia,Chelyabinsk
9056894342977829842.1634745306.1634745306,2108722539.1634745298,2021-10-20,18:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,375x667,Safari,Russia,Rostov-on-Don
9056898032341856755.1621864947.1621864947,2108723398.1621864947,2021-05-24,17:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x896,Safari,Russia,Mytishchi
9056898032341856755.1621864994.1621865006,2108723398.1621864947,2021-05-24,17:00:00,2,bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x896,Safari,Russia,Mytishchi
9056901502678543693.1624976717.1624976717,2108724206.1624976717,2021-06-29,17:00:00,1,hTjLvqNxGggkGnxSCaTm,stories,QEejXfOCtOMFLZqIPApp,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x896,Safari (in-app),Russia,Krasnodar
9056903658751762760.1624612805.1624612805,2108724708.1624613192,2021-06-25,12:00:00,1,MvfHsxITijuriZxsqZqt,cpv,FTjNLDyTrXaWYgZymFkV,PkybGvWbaqORmxjNunqZ,,mobile,,Samsung,,412x846,Samsung Internet,Russia,Moscow
9056909499921209412.1638537285.1638537285,2108726068.1638537284,2021-12-03,16:14:45,1,QxAxdyPLuQMEcrdZWdWb,cpc,,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,desktop,Windows,,,2000x2000,Chrome,United States,Fort Worth
9056915031840915680.1640366306.1640366306,2108727356.1640366304,2021-12-24,20:18:26,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,(not set),AuMdmADEIoPXiWpTsBEj,393x873,Chrome,Russia,Saint Petersburg
9056919438474227217.1637232202.1637232202,2108728382.1637232145,2021-11-18,13:43:22,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,AOIxUCLuCjwgydJkOLWI,mobile,Android,Alcatel,,320x640,Chrome,Russia,Moscow
9056919438474227217.1639043420.1639043420,2108728382.1637232145,2021-12-09,12:50:20,2,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,wGOVzylWvLKbuWLbPaDc,mobile,Android,Alcatel,,320x640,Chrome,Russia,Moscow
9056930158714089390.1638723505.1638723505,2108730878.1638723502,2021-12-05,19:58:25,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,desktop,Windows,,,1920x1080,Chrome,Russia,Kostroma
9056930158714089390.1638724897.1638724897,2108730878.1638723502,2021-12-05,20:21:37,2,aXQzDWsJuGXeBXexNHjc,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,desktop,Windows,,,1920x1080,Chrome,Russia,Kostroma
9056930158714089390.1638727110.1638727110,2108730878.1638723502,2021-12-05,20:58:30,3,aXQzDWsJuGXeBXexNHjc,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,desktop,Windows,,,1920x1080,Chrome,Russia,Kostroma
9056930158714089390.1638729889.1638729889,2108730878.1638723502,2021-12-05,21:44:49,4,aXQzDWsJuGXeBXexNHjc,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,desktop,Windows,,,1920x1080,Chrome,Russia,Kostroma
9056932207410645619.1637950485.1637950520,2108731355.1635879539,2021-11-26,21:15:20,7,bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,,360x720,Chrome,Russia,Lipetsk
